article_id,title,section,snippet
4487,Microsoft offers more time to test XP Service Pack 2,Sci/Tech,"Faced with concerns from IT professionals, Microsoft Corp. gave users more time to prepare for Windows XP Service Pack 2 by doubling the time a special registry key will prevent PCs from automatically downloading and installing the mammoth update."
4488,Schumacher stays on course,Sports,Jarno Trulli benefited from changeable weather conditions to take pole position for today #39;s Belgian Grand Prix after an inspired tyre choice gave him the edge.
4489,Don't Make the Babies Cry,Business,The telecom industry has endured some tough times. They haven't seen anything yet.
4490,Samsung develops ultra-fast Flash memory for mobiles,Sci/Tech,Samsung Electronics has developed ultra-fast 1Gb OneNand Flash memory designed for next-generation mobile phones which it claims boasts a fourfold read speed increase over conventional Nand Flash performance.
4491,Dollar slides to a new euro low,World,"The dollar creeps to a new low against the euro in early European trade, after hitting a 12-year low against sterling."
4492,"India, Pakistan Plan to Continue Peace Talks",World,The Indian and Pakistani foreign ministers ended two days of peace talks Monday with promises of more negotiations on trust-building measures but no sign of progress toward resolving their pivotal dispute over Kashmir region.
4493,Trend Micro Gives Away Mobile Security,Sci/Tech,Trend Micro on Monday followed in the footsteps of rivals like Symantec by introducing anti-virus and anti-spam software for handhelds and smart cell phones.
4494,Wal-Mart September Sales Up 2.4 Percent,Business,"Wal-Mart Stores Inc. (WMT.N: Quote, Profile, Research) , the world #39;s largest retailer, on Thursday said sales at stores open at least a year rose 2.4 percent in September, slightly higher"
4495,Tech Job Cuts Leap 60,Business,"Announced job cuts in the technology sector soared 60 in the third quarter to 54,701, the highest figure since the fourth quarter of 2003 (82,328)."
4496,MS search engine rumours abound,Sci/Tech,"Microsoft #39;s search engine is due to appear on MSN tomorrow, Thursday, according to an awful lot of anonymous sources. The New York Times heard from quot;a person knowledgeable about the announcement quot; while Reuters made do with quot;sources close to the company quot;."
4497,EU commission proposes new interpretation of eurozone budget rules (AFP),Business,AFP - The European Commission said it had adopted a plan to adapt eurozone rules intended to control budget deficits in order to improve the way they work and their credibility.
4498,Hiking With Dogs Has Health Benefits,Sci/Tech,People who love to hike find taking along a four-legged companion can have physical benefits for both ends of the leash. Studies show people are more successful at losing weight when they do it with a friend. What better friend than a dog to provide company and keep a person on track.
4499,Yahoo Tests Travel Search Engine,Sci/Tech,"Yahoo began testing a new travel search engine Tuesday night that can be used to book flights, hotels and cars from more than 50 travel sites."
4500,"Cisco, Microsoft merge IP telephony with CRM",Sci/Tech,Cisco Systems Inc. is set to offer starting Monday a tool to help small and medium-sized businesses use Microsoft Corp. CRM (customer relationship management) software in combination with a Cisco IP (Internet Protocol) communication system.
4501,Sirius Available in 2006 BMW 3 Series,Business,Sirius Satellite Radio Inc. said Tuesday that Sirius radio will be available as a factory-installed option in the 2006 BMW 3 Series beginning next summer.
4502,Abkhazia holds first genuine poll,World,"Georgia's breakaway Abkhazia region holds its first ever multi-candidate elections, in a vote for president."
4503,Prince of Persia: The Final Interview,Sci/Tech,"Now that we #39;ve beaten Warrior Within, we return to ask Ubisoft some final questions. November 22, 2004 - Prince of Persia: Warrior Within ships December 2 for Xbox, PS2, GameCube, and PC."
4504,Williams is day-to-day after ankle injury,Sports,"The team said that an ultrasound at Henry Ford Hospital revealed that Williams indeed had suffered a sprained ankle, but not the more severe high ankle sprain."
4505,Ecstasy link to Europe gang war,World,"THREE massive seizures of ecstasy over the past six months, including a record 820kg bust on Saturday, could stem from a war among European organised criminals trying to carve out a market in Australia."
4506,"Getting Closer, Yet Farther Away",Sci/Tech,"What happens in the online world can be a freeing experience. Sometimes too freeing, so be careful out there. Commentary by Gina Lynn."
4507,Businesses' Inventories Rise; July Sales Up,Business,"The Commerce Department said that stocks of unsold goods increased by 0.9 percent in July, down from a 1.1 percent rise in June."
4508,Roddick turns up aces in gaining round of 16,Sports,"NEW YORK -- Defending champion Andy Roddick finally met a seeded veteran in the third round of the US Open. Something of a challenge, right?"
4509,DOA Ultimate goes gold,Sci/Tech,"Xbox Live-enabled version of Tecmo #39;s premiere fighting game series bounces off to the factory, will store shelves later this month."
4510,Cdn-born inventor of long-lasting batteries dies,Sci/Tech,"MIDDLEBURG HEIGHTS, Ohio - The man who invented the small, long-lasting alkaline batteries that power Walkmans, Gameboys and other portable devices has died."
4511,Pollen helps war crime forensics,Sci/Tech,UK scientists say pollen enabled them to help to convict people in Bosnia on charges of genocide.
4512,Space station crew change may be delayed,Sci/Tech,"The launch of a Soyuz spacecraft with new astronauts for the international space station could face a delay of several days so experts can examine a potential docking system problem, the Russian Federal Space Agency said Wednesday."
4513,Thus shares plunge after warning,Sci/Tech,Shares in telecoms group Thus drop nearly 25 as worries about stiff competition force the company to issue a profit warning.
4514,Plane skids off runway at Kota Kinabalu airport,Business,KOTA KINABALU: An AirAsia plane with 110 passengers skidded off the runway at the international airport here but all on board escaped without any serious injuries.
4515,Seven people killed in Thailand #39;s restive south in escalation of &lt;b&gt;...&lt;/b&gt;,World,"BANGKOK : At least seven people have been killed in separate attacks in Thailand #39;s restive south in the last 24 hours, police said amid a spate of violence following the deaths of 87 Muslims last week."
4516,LifePoint in \$1.1 Billion Province Deal,Business,"NEW YORK (Reuters) - Rural hospital operator LifePoint Hospitals Inc. &lt;LPNT.O&gt; has agreed to acquire rival Province Healthcare Co. &lt;PRV.N&gt; for \$1.125 billion in cash and stock to broaden its geographic reach, the companies said on Monday."
4517,Aether Declines Higher Bid for Transit Division,Sci/Tech,"Aether Systems Inc., a Maryland wireless data company that is selling off its operating units, said Wednesday it received a \$30 million offer for a division it had already agreed to sell to another buyer for \$25 million. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
4518,Nothing Black and White About Panda Pregnancy (Reuters),Sci/Tech,"Reuters - Is she or isn't she? Word in the woods\is that Hua Mei, China's first overseas-born panda now back at\home, is expecting."
4519,Iraq sulphur fire breaks records,Sci/Tech,"A fire at an Iraqi sulphur plant has caused the largest man-made release of sulphur ever recorded, scientists say."
4520,Colts' James Questionable for Sunday,Sports,INDIANAPOLIS (Sports Network) - Indianapolis Colts running back Edgerrin James is questionable for Sunday's game against Green Bay.
4521,Seoul worried about Bush #39;s N. Korea stance,World,"South Korean officials were very cautious when they were waiting for the outcome of the closely contested US presidential election, refraining from making any prediction or comments."
4522,US Trsy  quot;glad to see quot; UK idea on poor country debt,World,"A US Treasury Department spokesman on Monday gave a positive, though muted, reception to a British proposal to ease the debt of heavily indebted poor countries, which was unveiled over the weekend."
4523,Iran Says U.N. Nuclear Ban 'Illegal' (AP),World,"AP - Iran said Sunday that demands from the U.N. atomic watchdog agency that it freeze all work on uranium enrichment #151; technology that can be used for nuclear weapons #151; were ""illegal."""
4524,"Banknorth, TD Bank Are in Talks",Business,Canada #39;s TD Bank Financial Group is discussing quot;a possible transaction quot; with the Northeast regional bank Banknorth Group Inc.
4525,Media giants merge,Business,SINGAPORE: Singapore #39;s two biggest media groups yesterday announced a merger of their loss-making television and newspaper operations just four years after competition was introduced in the industry.
4526,Enron Agrees to Sell Pipelines in \$2B Deal,Business,Enron Corp. has agreed to sell its domestic natural gas pipelines for more than \$2 billion after an auction aimed at helping the energy company emerge from one of the most expensive and complicated bankruptcies in history.
4527,Eurozone data to show sliding business confidence: economists (AFP),World,"AFP - Eurozone figures to be released this week should show business confidence beginning to slide again owing to concern over slowing growth and the strong euro, economists said."
4528,"Fishing Just for Fun Damages Stocks, Study Finds",Sci/Tech,"WASHINGTON - People fishing for sport are doing far more damage to US marine fish stocks than anyone thought, accounting for nearly a quarter of the catch from overfished species, researchers said."
4529,SportsNetwork Game Preview,Sports,"(Sports Network) - Barry Bonds can join the exclusive 700 club tonight, as the San Francisco Giants begin a three-game series versus the Milwaukee Brewers at Miller Park."
4530,RIAA sues another 762,Sci/Tech,"p2pnet.net News:- Through their RIAA (Recording Industry Association of America), the members of the Big Four record label cartel have sued another 762 people, bringing the total to close to 5,800."
4531,Mini Could Get Mighty with Speakers (Ziff Davis),Sci/Tech,"Ziff Davis - iPod mini users might want to consider ditching their earphones if Altec Lansing's iMmini speaker system lives up to its promise. Based on the same technology and engineering as the original inMotion system, the iMmini can be folded into a convenient carrying shape."
4532,"It's Styles That Make Fights, Even Among Trainers",Sports,"Unbidden, Floyd Mayweather Sr. will tell you how good he is as a trainer. It doesn't hurt that he trains Oscar De La Hoya."
4533,Time to Buy a Value Meal?,Business,"Big run-ups in a few fast-food favorites might suggest that the value is gone, but take a closer look."
4534,"Israel Boosts Security for Sharon, Others",World,"Israeli soldiers carry the coffin, wrapped by an Israeli flag, of 22-year-old Army Staff Sgt. Yair Turgeman during his funeral in Jerusalem, Wednesday Oct 20, 2004."
4535,Baghdad deputy governor killed,World,He says the deputy governor (Hatim Kamil) was on his way to work Monday when he was assassinated in a drive-by shooting. Another Iraqi official says two of the man #39;s bodyguards were wounded in the attack.
4536,Pakistan issues \$1m al-Qaeda list,World,Pakistan offers rewards totalling more than \$1m for the capture of six top al-Qaeda suspects.
4537,Europe blesses Oracle-PeopleSoft union,Business,"com October 26, 2004, 7:41 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure."
4538,US Still Wants Aircraft Deal with EU,Business,"quot;Our goal remains a new agreement benefitial to both sides, quot; says a senior official from Trade Representative Robert Zoellick #39;s office -- dismissing suggestions that the US action against the"
4539,Veritas buys KVault Software in \$225M deal,Sci/Tech,Storage and backup application vendor Veritas Software Corp. is acquiring e-mail archiving vendor KVault Software Ltd. (KVS) to bolster its offerings to customers.
4540,Thousands in asbestos rally,Business,THOUSANDS of construction workers and victims of asbestos were today making their way through central Sydney to rally outside a general meeting of James Hardie shareholders.
4541,Manny #39;s chance at life with two dads,World,"CAUGHT at the centre of a tug-of-love, Manny Musu could have a future with two dads, her Australian father said yesterday. Sydney policeman Dave Norman has been trying"
4542,Knee inflammation limits Nash #39;s playing time,Sports,"COLUMBIA, Mo. - Missouri running back Damien Nash didn #39;t start against Texas on Saturday because he had inflammation in his right knee after getting banged up against Baylor a week earlier."
4543,Microsoft offers XP counterfeit  #39;amnesty #39; in hopes of chasing down &lt;b&gt;...&lt;/b&gt;,Sci/Tech,Microsoft has announced a one month quot;amnesty quot; of sorts for possessors of possible counterfeit copies of the Windows XP operating system.
4544,Big Dig Leaks Worse Than Thought,Business,"Leaks in the Big Dig highway tunnel system under downtown Boston are more widespread than officials have acknowledged, and a new state report suggests tens of millions of dollars"
4545,6 Palestinians killed in Gaza raid,World,"GAZA CITY, GAZA STRIP - Six Palestinians were killed when Israeli troops raided a Gaza refugee camp on Friday in retaliation for militant attacks on a Jewish settlement in the past week."
4546,Real play down Beckham injury,Sports,Spanish giants Real Madrid on Monday played down the seriousness of midfielder David Beckham #39;s rib injury and said that the England skipper could play this weekend.
4547,"Egypt heralds Mideast peace  #39;breakthrough #39;, eyes return of &lt;b&gt;...&lt;/b&gt;",World,"CAIRO (AFP) - Egypt raised the prospect of a framework for a Middle East peace deal and said it could soon return an ambassador to Israel, a move that would revive full diplomatic ties after a four-year break."
4548,Walker may buy back Iceland stores,Business,"FORMER chairman of frozen food supermarket chain Iceland, Malcolm Walker, is being linked to a possible buy- back of the business, now trading as part of the Big Food Group."
4549,Busch withstands pressure to win Cup,Sports,"HOMESTEAD, Fla. -- Acknowledging the reputation he had earned as an aggressive young driver with a penchant for wrinkling a few car fenders and ruffling a few feathers along the way, Kurt Busch yesterday seemed to come of age."
4550,Novo #39;s double takes Rangers top of the tree,Sports,"A hugely entertaining game between Scotland #39;s two victorious UEFA Cup sides saw Rangers edge ahead in the Scottish Premier League title race for the first time since October 2003, in a match"
4551,"Dollar Slips on Greenspan, Japan Data",Business,The dollar softened on Thursday after Federal Reserve Chairman Alan Greenspan sounded more cautious on the US economic recovery than many investors had expected.
4552,File-sharers win court case,Business,TWO FILE SHARING companies have been told by a court that they are not liable for people in their networks swapping illegal content.
4553,Bush to give Supreme Court ultra-conservative edge (AFP),World,"AFP - President George W. Bush's election victory has won him the right to give the US Supreme Court, which plays a key social role, a much stronger conservative leaning."
4554,Tennis: Only the elements slow Federer,Sports,HOUSTON Roger Federer was at his best after midnight. Too bad hardly anyone was there to see it. With less than 500 fans remaining in the stands in the early Thursday morning after a deflating day of rain
4555,"Stewart to keep \$900,000 salary",Business,"Though she #39;s headed for prison, Martha Stewart will still receive her \$900,000 salary and possible bonuses under a new employment contract, her company said in"
4556,PortalPlayer Rides Popularity of the IPod (AP),Sci/Tech,AP - PortalPlayer Inc. is hoping it doesn't fall from Apple's tree.
4557,"EU must stoke growth, report says",World,"The European Union needs to take action if it is to meet its goal of outpacing the US economy by 2010, a report says. The document leaked to the Reuters news agency and due out later on Wednesday says that"
4558,EU Order Against Microsoft Questioned (AP),Sci/Tech,AP - The European judge deciding whether to suspend the European Union's landmark antitrust ruling against Microsoft Corp. pushed the EU to justify its sweeping order #151; questioning Friday whether the move would rein in the U.S. software giant or raise costs for others.
4559,Womack hit by pitch on left hand,Sports,HOUSTON - St. Louis Cardinals second baseman Tony Womack left Monday night #39;s game against Houston in the seventh inning after getting hit on the left hand with a pitch.
4560,"Jakarta Embassy Blast Kills 9, Hurts 173 (AP)",World,"AP - Suspected Muslim militants detonated a car bomb Thursday outside the Australian Embassy in Jakarta, killing nine people and wounding 173 in a bloody strike at a key U.S. ally in the war in Iraq."
4561,Bush Names Hawkish Rice Top U.S. Diplomat (AP),World,"AP - President Bush on Tuesday picked National Security Adviser Condoleezza Rice, who once tutored him on global affairs, to be his top diplomat, saying her foreign-policy experience and struggle against racism uniquely qualified her to be America's ""face to the world"" as secretary of state."
4562,What really drove buffalo from the plains?,Sci/Tech,"quot;The country was one black robe, quot; said early explorers on the North American continent as they surveyed the herds of buffalo."
4563,Athletics Defeat Rangers 5-4 (AP),Sports,"AP - Kenny Rogers lost at the Coliseum for the first time in more than 10 years, with Bobby Crosby's three-run double in the fifth inning leading the Athletics to a 5-4 win over the Texas Rangers on Thursday."
4564,US Tally in Online-Crime Sweep: 150 Charged,Sci/Tech,"The Justice Department announced Thursday that more than 150 people had been arrested, charged or convicted in the last three months in a wide-ranging sweep of criminal activity on the Internet."
4565,Phishers tapping botnets to automate attacks,Sci/Tech,Computer criminals are making phishing more potent by automating attacks. Anti-Phishing Working Group (APWG) analysts reckon fraudsters are using automated tools and botnets to ramp up attacks.
4566,Novell Puts Desktop Linux to Work (PC World),Sci/Tech,PC World - Updated OS includes software applications designed for business users.
4567,Athletics: She #39;s the Bahamas #39; darling,Sports,ATHENS - Tonique Williams-Darling has claimed the Bahamas #39; first individual athletics gold by blasting to the women #39;s 400m title.
4568,US Construction Spending Down in Nov,Business,"WASHINGTON (Reuters) - U.S. construction spending fell unexpectedly by 0.4 percent in November, as a cooling in residential construction overpowered a small rise in public spending, a government report showed on Monday."
4569,Macromedia Rolls New Flex Builder Tool,Sci/Tech,"Macromedia (Quote, Chart) took the wraps off its first developer tool for its Flex platform that it says will encourage more people to build rich media and Web-facing applications."
4570,NFL 2004: Garcia a good fit for Browns,Sports,"Check out any sporting goods store around town and you #39;ll find them cluttering the clearance racks: brown, white and orange No."
4571,COLTS-TITANS BOX,Sports,"Colts.com. HEAD COACH: Jeff Fisher, 11th season as Titans head coach, 11th season as NFL head coach (92-69, 97-73 including playoffs)."
4572,Canadian Imperial 4th-Qtr Net Falls on Enron Charge (Update3),Business,"Canadian Imperial Bank of Commerce, the country #39;s fourth-largest bank, said fourth-quarter profit fell 14 percent as the lender took a provision for legal costs related to Enron Corp."
4573,Earthquake hits Japan northern island,World,"A strong earthquake with a preliminary magnitude of 7.1 has hit a wide area of Japan #39;s northern most main island of Hokkaido. Public broadcaster NHK says several people, including an elderly woman and a 13"
4574,Air Force GPS Satellite Roars Into Space (AP),Sci/Tech,"AP - After a series of delays, a Boeing Delta 2 rocket carrying a Global Positioning System satellite for the Air Force roared into space early Saturday."
4575,Hammer time Bonds belts 2 HRs as Aaron watches Giants win,Sports,"Atlanta -- Hammerin #39; Hank Aaron was at the game. Boomin #39; Barry Bonds was on his game. In the homers hub of the universe, the residence of the all-time champ, the past and future came together Sunday night"
4576,"Microsoft, Fujifilm team on digital prints",Sci/Tech,"Fujifilm #39;s Get The Picture Online service will be available starting this week through Windows XP #39;s updated Online Print Wizard, MSN Photos and Microsoft Digital Image Suite."
4577,Stocks to Open Lower on Oil Concerns,World,NEW YORK - U.S. stocks are seen slightly lower at the open Friday as oil's latest push into record territory continues to unnerve investors...
4578,N. Quincy serves notice to Warriors,Sports,"Tied at one game apiece, the North Quincy girls' volleyball team grinded out a win in yesterday's Division 1 Central semifinal, defeating host Brookline, 3-1."
4579,US Charge Of  #39;genocide #39; In Darfur Complicates Sudan Peace Talks,World,"ABUJA, Sept 13 (AFP) - Slow-moving African Union-brokered peace talks for Sudan #39;s Darfur region have been complicated by last week #39;s declaration by the United States that Khartoum and allied militia are committing genocide there."
4580,Herat in tension as mob attacks army barracks: UN offices,World,The capital of an Afghanistan #39;s western province was engulfed in tension as demonstrators loyal toformer governor of Herat province looted and burned local army barracks and UN
4581,"MLB: St. Louis 6, Los Angeels 2",Sports,The St. Louis Cardinals advanced to the National League Championship Series Sunday with a 6-2 victory over the Los Angeles Dodgers.
4582,AL Wrap: Martinez Pitches Red Sox to 10th Straight Victory,Sports,"NEW YORK (Reuters) - Pedro Martinez pitched seven shutout innings to lead the streaking Boston Red Sox to their 10th straight victory, a 2-0 win over the Texas Rangers in American League play at Fenway Park on Friday."
4583,Korzeniowski retains men #39;s 50km walk gold,Sports,"Poland #39;s Robert Korzeniowski retained his 50km walk title at the Olympic Games here on Friday. The 36-year-old, who swept both walk gold medals in the Sydney Olympics four years"
4584,PC distributor puts RFID tags in goods,Sci/Tech,A Singaporean IT products distributor is introducing radio tags to track inventory and delivery.
4585,Colgate-Palmolive cuts back,Business,"Colgate-Palmolive, the consumer products company, said yesterday that it would close about a third of its factories and cut more than 4,400 jobs over the next four years as part"
4586,Canadian poolcrasher prompts tighter security,Sports,"ATHENS - Olympic organizers have increased security inside all sports venues today after a Canadian, whose body was emblazoned with the name of an Internet casino, climbed out of the stands and jumped off one of the boards into the pool."
4587,Buffs bobble upset bid,Sports,"Some players #39; mouths were wide open, others sat on the bench. CU coaches awaited an official word on a Bobby Purify fumble in overtime that sealed Texas A amp;M #39;s fourth straight Big 12 victory, 29-26 on Saturday at Kyle Field."
4588,AT  Wireless unveils messaging-only handheld,Sci/Tech,"The company says the device, dubbed the Ogo, won't be bogged down by features that are ""hardly used."""
4589,JibJab Is Free for You and Me,Sci/Tech,"Turns out that Ludlow Music, which claims to own the copyright on a classic Woody Gutherie song, may not actually own it after all. Which means JibJab, a scrappy web animation site, gets to use 'This Land Is Your Land' to its heart's content. By Katie Dean."
4590,Time Warner settles fraud case,Business,Time Warner agrees to pay \$210m to settle charges of securities fraud involving America Online.
4591,Gates: Signs Paris Deal To Bring More Computers To Third World,Sci/Tech,"Making the world safe from Linux? Microsoft (nasdaq: MSFT - news - people ) Chairman Bill Gates is in Paris this morning, signing an agreement with UNESCO to boost computer literacy in developing countries."
4592,New Menopause Hormone Therapy Guide Issued,World,"WASHINGTON - Despite its clear risks and bad press, hormone therapy remains the best treatment for some women suffering miserable menopause symptoms - and it is inappropriate for doctors to withhold, says a new guide to help doctors and patients with the difficult decision. Women who do try estrogen should use the lowest possible dose for the shortest period of time, the American College of Obstetricians and Gynecologists stressed..."
4593,Army to Rebid Halliburton Contract -WSJ,Business,"NEW YORK (Reuters) - The U.S. Army plans within months to break up Halliburton Co.'s contract to provide support services for U.S. troops in Iraq -- valued at up to \$13 billion -- and open the work to competitive bids, the Wall Street Journal said on Tuesday, citing an internal Army memorandum."
4594,Pope Denounces Gay Marriage in Canada,World,"VATICAN CITY - Pope John Paul II kept up his campaign against gay marriage Saturday, telling the ambassador from Canada - where some provinces allow same-sex couples to wed - that such unions create a ""false understanding"" of marriage. In past months, the pope urged authorities to stop approving gay marriages, saying that they degrade the true sense of marriage..."
4595,"Arrested for Drunken Driving, Phelps Makes an Apology",Sports,Olympic swimming star Michael Phelps said Monday that he had made a mistake and would own up to the charges against him.
4596,Weak employment report casts doubts over US economic strength,Business,"WASHINGTON (AFP) - A weaker-than-anticipated report on the US labor market, showing just 112,000 jobs added in November, cast fresh doubts over the pace of growth of the world #39;s largest economy."
4597,Bush tells Putin of democracy concerns (AFP),World,"AFP - US President George W. Bush told Russian President Vladimir Putin in person for the first time that he worried about ""overcentralization of power"" in the Kremlin, said a senior US official."
4598,Changeups can't cross up Varitek,Sports,"The Red Sox pitching rotation is suddenly a shell game. It started out as Curt, Pedro, Bronson, and Wake, with Derek as the odd man out. But then Curt's ankle made headlines, and that's why Derek will pitch for Curt in Game 5."
4599,"Too tall, too old, too artistic, Khorkina makes grand Olympic exit",Sports,"ATHENS, Greece (AP) -- The diva does not warm up before her performance. Not much, anyway. That is something that other gymnasts do, and Svetlana Khorkina will never be confused with one of those."
4600,"Dollar Edges Up, Direction Sought (Reuters)",Business,Reuters - The dollar inched up on Monday but\traders struggled to find direction in a market devoid of\economic data.
4601,Study Cites Sport Fishermen #39;s Impact on Species,Sci/Tech,"Fishermen are famed for overstating the size of their catches, but science has found an instance in which anglers have apparently underestimated their prowess."
4602,Aid agencies' warning on climate,World,"Climate change threatens to undo the world's attempts to eradicate poverty, a coalition of aid agencies warn."
4603,UPDATE 2-India make impressive reply in first test,Sports,India openers Virender Sehwag and Gautam Gambhir shared an unbeaten first wicket partnership of 185 on the third day of the first test on Monday.
4604,Macquarie Buys NTL #39;s Tower Assets for 1.27 Bln Pounds (Update1),Business,A Macquarie Communications Infrastructure Group-led consortium bought NTL Inc. #39;s antenna towers business in the UK for 1.27 billion pounds (\$2.47 billion).
4605,Jubilation greets boy #39;s miracle rescue,World,"ALMOST four days after being engulfed by a collapsing hill, two-year-old Yuta Minagawa was lifted alive yesterday afternoon from the wreckage of his mother #39;s car."
4606,HBOS won #39;t bid for Abbey National,Business,"HBOS has decided against bidding for Abbey National, dampening hopes of a challenge to Spanish bank Santander #39;s agreed 8.8 billion pound takeover and hitting the target #39;s shares."
4607,Real launches 'Freedom of Choice Campaign' (MacCentral),Sci/Tech,"MacCentral - RealNetworks will tout its new Windows-only Harmony technology, which allows files from its music store to be played on Apple's iPod, in a series of print, radio and online advertising, the company said in a statement on Tuesday. In addition, Real will hold what it calls the biggest music sale in history selling songs for US #36;0.49 and albums for #36;4.99."
4608,Dell Plans North Carolina Plant,Business,"NEW YORK (Reuters) - Dell Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DELL.O target=/stocks/quickinfo/fullquote""&gt;DELL.O&lt;/A&gt; on Tuesday said it will open a third U.S. manufacturing plant, a plant in North Carolina employing 1,500 workers, marking a rare example of a U.S."
4609,Seattle DH Martinez Wins 2004 Roberto Clemente Award,Sports,"ST. LOUIS (Sports Network) - For the second year in a row, a member of the Seattle Mariners has captured the Roberto Clemente Award, as Major League Baseball awarded Mariners designated hitter Edgar Martinez the 2004 honor on Tuesday."
4610,Bell Tolls for Bowe,Sports,"Former heavyweight champ Riddick Bowe is attempting a comeback, starting over after a troubling eight years away from the ring."
4611,"OK, so Ellison is not a sociopath...",Business,"Craig Conway, the ex-boss of PeopleSoft, admitted yesterday that he may have over-reacted to the attempted takeover of his firm by Oracle."
4612,British judge OKs lawsuit by TV host who says Schwarzenegger &lt;b&gt;...&lt;/b&gt;,World,"A British television host who saids she was groped by California Gov. Arnold Schwarzenegger four years ago and then libelled by his aides can take legal action in a British court, a judge ruled."
4613,Body of Egyptian Hostage Found in Iraq - Police,World,"BAGHDAD (Reuters) - The body of an Egyptian who was kidnapped in Iraq last month has been found in northern Iraq, Iraqi police said on Sunday."
4614,Mitsubishi optimistic despite downhill slide,Business,"TONY EASTLEY: Japanese carmaker, Mitsubishi Motors, is nothing if not optimistic. In just six months, the battered company has lost more than \$1."
4615,"Tackle signs six-year extension, team makes other moves",Sports,"Left tackle Matt Light signed a six-year contract extension with the Patriots that will keep him in New England through 2010, giving him and the quarterback he protects long-term security."
4616,Boeing Probe Widens to \$100 Bln Contract,Business,"A criminal probe of Boeing Co. #39;s dealings with the US Air Force is widening to include a \$100 billion Army program it oversees, the Wall Street Journal reported on Tuesday."
4617,Chris Chelios Goes Bobsledding in Lockout (AP),Sports,"AP - Chris Chelios grabbed his red helmet, listened to some last-minute instructions, and then hit the ice #151; running."
4618,Attorney General and Commerce Secretary Resign From Cabinet,World,John Ashcroft and Don Evans are the first members of President Bush's cabinet to leave as he heads into his second term.
4619,Fortis Names Votron to Succeed Van Rossum as Chief (Update1),Business,"Fortis, Belgium #39;s biggest financial- services company, named Jean-Paul Votron, former head of Citigroup #39;s retail bank for Western Europe, to take over from Chief Executive Anton van Rossum."
4620,Cubs re-sign veteran pitcher Rusch,Sports,The Chicago Cubs on Saturday re-signed veteran pitcher Glendon Rusch to a two-year contract. Terms of the deal were not disclosed.
4621,Tennessee Titans Team Report,Sports,"A late schedule change certainly did not appear to faze the Titans in Week 1. Due to the threat of Hurricane Ivan in south Florida, Tennessees game against"
4622,The Next Big Cheese,Business,Will the next person to fill Michael Eisner's shoes ask for glass slipper shoehorns or odor eaters?
4623,China leads world on broadband,Sci/Tech,"\China is leading the world in the number of subscribers to broadband through phone lines, says a report."
4624,Israeli officer: I was right to shoot 13-year-old child,World,An Israeli army officer who repeatedly shot a 13-year-old Palestinian girl in Gaza dismissed a warning from another soldier that she was a child by saying he would have killed her even if she was three years old.
4625,One clear reason to hang with Blue Jays,Sports,"By the time the Blue Jays arrive home following the longest road trip of the year, next weekend #39;s season-ending three games against the Yankees will likely amount to nothing more important than exhibitions in late March."
4626,US set to name Ryder Cup skipper,Sports,Former Open champion Tom Lehman is favourite to lead the United States at the next Ryder Cup when the new captain is unveiled on Wednesday.
4627,Bush Raises Questions About CBS Documents (Reuters),World,"Reuters - President Bush questioned\the authenticity of documents aired by CBS News that said he\received special treatment during his Vietnam-era service in\the National Guard, according to a Bush interview published on\Saturday."
4628,Seattle Sweeps Series,Sports,"SEATTLE, Sept. 27 (Ticker) -- With their floor leader sidelined early in the game, the Seattle Storm rallied to win their first playoff series."
4629,"Darfur Rebels Say Peace First, Disarming After (Reuters)",World,Reuters - Rebels from Sudan's Darfur region on\Thursday rejected calls to disarm or garrison their fighters\before a political solution to the conflict there has been\decided and implemented.
4630,166 coal miners feared dead,World,"Beijing - A gas explosion ripped through a coal mine in north China #39;s Shaanxi province on Sunday, trapping 166 miners in what threatens to be the worst disaster to hit the world #39;s biggest coal producer in recent years."
4631,Oklahoma Rallies Behind White,Sports,"Quarterback Jason White, last year's Heisman winner, passed for five touchdowns as No. 2. Oklahoma escaped from No."
4632,"UN Council Approves 5,900 More Troops for Congo (Reuters)",World,"Reuters - The U.N. Security Council voted\unanimously on Friday to send another 5,900 peacekeepers to the\Congo, less than half of what U.N. Secretary-General Kofi Annan\had requested."
4633,MGM Stays in the Picture,Business,"A very large and valuable pile of assets now stands to change hands, possibly quite soon."
4634,Is end near for Russia #39;s Yukos?,Business,"Russian prosecutors are less than three weeks from striking a death blow against the country #39;s biggest oil producer, Yukos - move widely seen as a politically motivated legal assault."
4635,"US, Europe Agree on Iran Resolution",World,"VIENNA, Austria Sept. 17, 2004 - The United States and most other nations at a meeting of the UN atomic watchdog agency agreed Friday on a resolution meant to curb Iran #39;s access to technology that could"
4636,Caps' Ovechkin Shines,Sports,"With a 7-2 triumph over the United States, impact teens Alexander Ovechkin and Evgeni Malkin place Russia in the World Juniors championship game against Canada."
